
S&P 500 INDEX,Last: 6711.2002,Change:  22.7402
"Date: October 1, 2025 at 7:01 PM EDT",Bid: 6661.1099,Ask: 6743.9702,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Aug 21 2026,SPX260821C06175000,919.99,29.89,910.4,913.5,4,0.2047,0.752,0.0002,57,6175.00,SPX260821P06175000,233.09,0,212,213.6,0,0.2048,-0.2521,0.0002,128
Fri Aug 21 2026,SPX260821C06200000,899.99,28.99,891.1,894.1,2,0.2032,0.7464,0.0002,1482,6200.00,SPX260821P06200000,222.18,0,217,218.3,0,0.2033,-0.2577,0.0002,1866
Fri Aug 21 2026,SPX260821C06225000,826.09,0,871.6,874.7,0,0.2018,0.7406,0.0003,69,6225.00,SPX260821P06225000,219.99,-5.16,221.5,223.1,2,0.2018,-0.2635,0.0003,201
Fri Aug 21 2026,SPX260821C06400000,698.68,0,739.1,742.1,0,0.191,0.697,0.0003,5797,6400.00,SPX260821P06400000,264.31,2.31,257.9,259.5,2,0.1911,-0.3071,0.0003,1131
Fri Aug 21 2026,SPX260821C06500000,642.95,0,666,668.6,0,0.1848,0.6692,0.0003,4193,6500.00,SPX260821P06500000,278.35,-7.25,281.1,282.6,132,0.1848,-0.335,0.0003,973
Fri Aug 21 2026,SPX260821C06525000,650.44,21.49,648,650.6,2,0.1832,0.6618,0.0003,174,6525.00,SPX260821P06525000,284.44,-7.56,286.9,288.8,184,0.1833,-0.3423,0.0003,719
Fri Aug 21 2026,SPX260821C06575000,589.9,0,612.4,615,0,0.1801,0.6467,0.0003,202,6575.00,SPX260821P06575000,297.29,-7.66,299.6,301.4,4,0.1801,-0.3574,0.0003,228
Fri Aug 21 2026,SPX260821C06625000,570.95,12,577.4,580,2,0.177,0.631,0.0003,89,6625.00,SPX260821P06625000,317.8,0,312.9,314.7,0,0.177,-0.3731,0.0003,139
Fri Aug 21 2026,SPX260821C06700000,530.79,22.54,526.2,528.8,4,0.1724,0.6063,0.0004,806,6700.00,SPX260821P06700000,331.66,-8.69,334.5,336,2,0.1724,-0.3978,0.0004,704
Fri Aug 21 2026,SPX260821C06725000,497.57,5.72,509.5,512.1,2,0.1707,0.5977,0.0004,998,6725.00,SPX260821P06725000,347.2,0,341.7,343.5,0,0.1708,-0.4064,0.0004,706
Fri Aug 21 2026,SPX260821C06775000,448.54,0,476.8,479.4,0,0.1677,0.5801,0.0004,426,6775.00,SPX260821P06775000,352.5,-11.45,357.2,359,7,0.1677,-0.424,0.0004,27
Fri Aug 21 2026,SPX260821C06800000,468.8,25.1,460.8,463.3,202,0.1661,0.571,0.0004,3028,6800.00,SPX260821P06800000,376.68,0,365.6,367.2,0,0.1662,-0.4331,0.0004,223
Fri Aug 21 2026,SPX260821C06825000,439.32,11.17,445,447.5,1,0.1647,0.5618,0.0004,171,6825.00,SPX260821P06825000,385,0,373.6,375.5,0,0.1647,-0.4423,0.0004,61
Fri Aug 21 2026,SPX260821C06850000,434.53,21.68,429.8,431.9,2,0.1631,0.5524,0.0004,851,6850.00,SPX260821P06850000,398.78,0,382.5,384.1,0,0.1632,-0.4517,0.0004,423
Fri Aug 21 2026,SPX260821C06925000,365.4,0,384.2,386.6,0,0.1589,0.5233,0.0004,121,6925.00,SPX260821P06925000,405.94,-11.51,409.4,411.3,2,0.1589,-0.4808,0.0004,40
Fri Aug 21 2026,SPX260821C06950000,351.2,0,370,372.2,0,0.1574,0.5133,0.0004,4062,6950.00,SPX260821P06950000,415.03,-12.17,419.3,420.9,148,0.1574,-0.4908,0.0004,70
Fri Aug 21 2026,SPX260821C06975000,337.3,0,355.4,357.9,0,0.156,0.5031,0.0004,906,6975.00,SPX260821P06975000,424.97,-12.43,428.8,430.8,10,0.156,-0.501,0.0004,43
Fri Aug 21 2026,SPX260821C07150000,239.24,0,264.4,266.1,0,0.1469,0.4285,0.0004,332,7150.00,SPX260821P07150000,521.32,4.42,506.3,508.4,2,0.1468,-0.5756,0.0004,2
Fri Aug 21 2026,SPX260821C07600000,106.85,10.4,104,105.5,2,0.13,0.237,0.0004,568,7600.00,SPX260821P07600000,912.38,0,778.5,783.4,0,0.1299,-0.7671,0.0004,1
Fri Aug 21 2026,SPX260821C07800000,66.35,7,64.4,65.6,2,0.1256,0.1674,0.0003,2076,7800.00,SPX260821P07800000,0,0,931.5,936.9,0,0.1254,-0.8367,0.0003,0
Fri Aug 21 2026,SPX260821C08000000,39.33,3.68,38.8,39.6,30,0.1226,0.1126,0.0002,618,8000.00,SPX260821P08000000,1355.38,0,1098.6,1104.5,0,0.1223,-0.8915,0.0002,3
