
S&P 500 INDEX,Last: 6711.2002,Change:  22.7402
"Date: October 1, 2025 at 6:04 PM EDT",Bid: 6661.1099,Ask: 6743.9702,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Sep 18 2026,SPX260918C06500000,691.75,17.8,693.3,695.6,3,0.1858,0.6688,0.0003,4134,6500.00,SPX260918P06500000,296.47,-4.43,296.8,298,1031,0.1859,-0.3355,0.0003,2472
Fri Sep 18 2026,SPX260918C06525000,641.6,0,675.4,677.7,0,0.1844,0.6618,0.0003,1842,6525.00,SPX260918P06525000,299,-8.2,302.7,304.6,109,0.1844,-0.3425,0.0003,1286
Fri Sep 18 2026,SPX260918C06550000,658.47,20.02,657.6,660,102,0.1829,0.6546,0.0003,2156,6550.00,SPX260918P06550000,305.82,-7.73,309.1,310.5,69,0.1829,-0.3497,0.0003,2723
Fri Sep 18 2026,SPX260918C06575000,602.66,0,640,642.4,0,0.1814,0.6473,0.0003,1852,6575.00,SPX260918P06575000,312.02,-8.18,315.4,317.4,50,0.1814,-0.357,0.0003,141
Fri Sep 18 2026,SPX260918C06600000,604,0.25,622.5,624.9,50,0.18,0.6399,0.0003,6986,6600.00,SPX260918P06600000,327.67,0.72,322.2,323.7,6,0.1799,-0.3644,0.0003,1794
Fri Sep 18 2026,SPX260918C06625000,614.7,28.15,605.2,607.6,3,0.1783,0.6324,0.0003,684,6625.00,SPX260918P06625000,326.35,-7.55,328.7,330.5,3,0.1785,-0.372,0.0003,908
Fri Sep 18 2026,SPX260918C06650000,596.9,27.3,588.1,590.4,1,0.177,0.6246,0.0003,1813,6650.00,SPX260918P06650000,331.66,-9.24,335.9,337.4,91,0.1769,-0.3796,0.0003,1081
Fri Sep 18 2026,SPX260918C06675000,555.32,0,571.1,573.4,0,0.1754,0.6168,0.0003,573,6675.00,SPX260918P06675000,339.9,-8.25,342.7,344.8,7,0.1755,-0.3875,0.0003,367
Fri Sep 18 2026,SPX260918C06700000,562.63,19.65,554.3,556.6,96,0.174,0.6088,0.0003,4093,6700.00,SPX260918P06700000,347.12,-8.53,350.3,351.8,178,0.1739,-0.3955,0.0003,3415
Fri Sep 18 2026,SPX260918C06725000,515.42,-4.33,537.6,540,4,0.1725,0.6007,0.0003,392,6725.00,SPX260918P06725000,355.7,-7.55,357.8,359.3,121,0.1725,-0.4036,0.0003,363
Fri Sep 18 2026,SPX260918C06750000,507.88,4.48,521.2,523.5,10,0.171,0.5924,0.0004,1228,6750.00,SPX260918P06750000,362.24,-8.86,365.4,367,112,0.171,-0.4119,0.0004,1376
Fri Sep 18 2026,SPX260918C06775000,501.26,13.71,505,507.3,4,0.1695,0.584,0.0004,334,6775.00,SPX260918P06775000,372.36,-6.74,372.9,375.1,12,0.1696,-0.4203,0.0004,60
Fri Sep 18 2026,SPX260918C06800000,493.37,21.77,489,491.3,36,0.168,0.5754,0.0004,612,6800.00,SPX260918P06800000,377.68,-9.67,381.3,383.1,35,0.1681,-0.4289,0.0004,411
Fri Sep 18 2026,SPX260918C06825000,443.8,0,473.1,475.4,0,0.1666,0.5667,0.0004,319,6825.00,SPX260918P06825000,386.19,-9.61,389.2,391.4,59,0.1667,-0.4376,0.0004,113
Fri Sep 18 2026,SPX260918C06850000,460.83,20.18,457.5,459.8,8,0.1651,0.5578,0.0004,849,6850.00,SPX260918P06850000,397.65,-6.8,398,399.9,6,0.1652,-0.4465,0.0004,2108
Fri Sep 18 2026,SPX260918C06875000,448.8,23.3,442.2,444.5,2,0.1637,0.5488,0.0004,292,6875.00,SPX260918P06875000,408.44,-5.01,406.4,408.6,34,0.1638,-0.4555,0.0004,85
Fri Sep 18 2026,SPX260918C06900000,424.37,13.92,427.5,429.3,1,0.1622,0.5396,0.0004,2833,6900.00,SPX260918P06900000,424.88,2.33,415.6,417.5,8,0.1623,-0.4647,0.0004,1620
Fri Sep 18 2026,SPX260918C06925000,406.6,10.75,412.2,414.4,2,0.1609,0.5303,0.0004,685,6925.00,SPX260918P06925000,430,-1.95,424.5,426.7,44,0.161,-0.474,0.0004,969
Fri Sep 18 2026,SPX260918C06950000,399.74,18.19,397.9,399.8,12,0.1595,0.5208,0.0004,737,6950.00,SPX260918P06950000,433.37,-8.28,434.2,436.2,4,0.1596,-0.4834,0.0004,279
Fri Sep 18 2026,SPX260918C06975000,364.8,0,383.1,385.4,0,0.1582,0.5113,0.0004,659,6975.00,SPX260918P06975000,438.03,-13.47,443.6,445.9,91,0.1582,-0.493,0.0004,253
Fri Sep 18 2026,SPX260918C07000000,373.56,20.11,369.3,371.3,23,0.1569,0.5016,0.0004,5322,7000.00,SPX260918P07000000,448.46,-13.24,453.8,455.4,51,0.1568,-0.5028,0.0004,391
Fri Sep 18 2026,SPX260918C07100000,314.4,13.7,315.4,317.2,22,0.1517,0.4614,0.0004,2611,7100.00,SPX260918P07100000,491.5,-13.85,496.2,498,100,0.1516,-0.5429,0.0004,199
Fri Sep 18 2026,SPX260918C07150000,270.95,-5.15,290.6,292.1,2,0.1492,0.4408,0.0004,1102,7150.00,SPX260918P07150000,512.08,-16.82,519.3,521.1,1000,0.1491,-0.5635,0.0004,1
Fri Sep 18 2026,SPX260918C07200000,256.63,3.73,266.7,268.2,2,0.1468,0.4199,0.0004,4942,7200.00,SPX260918P07200000,587.61,0,543.5,545.4,0,0.1468,-0.5844,0.0004,725
Fri Sep 18 2026,SPX260918C07225000,252.02,10.22,255,256.7,4,0.1456,0.4093,0.0004,314,7225.00,SPX260918P07225000,559.12,-7.48,556.2,558,2,0.1455,-0.595,0.0004,34
Fri Sep 18 2026,SPX260918C07300000,223.7,13.65,222.6,224.1,15,0.1424,0.3776,0.0004,3791,7300.00,SPX260918P07300000,602.91,-4.39,595.9,597.8,14,0.1423,-0.6267,0.0004,95
Fri Sep 18 2026,SPX260918C07325000,214.42,14.02,212.4,214.1,24,0.1413,0.3671,0.0004,311,7325.00,SPX260918P07325000,632.91,0,609.8,611.7,0,0.1412,-0.6372,0.0004,25
Fri Sep 18 2026,SPX260918C07350000,197.02,6.17,202.6,204.1,180,0.1404,0.3566,0.0004,847,7350.00,SPX260918P07350000,632.1,-4.05,624.1,626,22,0.1403,-0.6477,0.0004,2
Fri Sep 18 2026,SPX260918C07375000,187.37,5.62,193.1,194.7,2,0.1394,0.3461,0.0004,250,7375.00,SPX260918P07375000,686.63,0,638.1,641,0,0.1392,-0.6582,0.0004,1
Fri Sep 18 2026,SPX260918C07400000,187.51,14.66,183.9,185.4,229,0.1385,0.3357,0.0004,5083,7400.00,SPX260918P07400000,682.5,0,653,655.9,0,0.1383,-0.6686,0.0004,57
Fri Sep 18 2026,SPX260918C07450000,169.3,13.15,166.5,168,4,0.1367,0.3152,0.0004,1160,7450.00,SPX260918P07450000,704.05,0,683.7,686.6,0,0.1366,-0.6891,0.0004,1
Fri Sep 18 2026,SPX260918C07600000,123.89,8.64,121.8,123.2,150,0.1321,0.2563,0.0004,2787,7600.00,SPX260918P07600000,820.52,0,783.5,786.4,0,0.1319,-0.748,0.0004,9
Fri Sep 18 2026,SPX260918C07650000,109.51,7.81,109.3,110.6,4,0.1308,0.2379,0.0004,112,7650.00,SPX260918P07650000,0,0,817.3,822.5,0,0.1306,-0.7664,0.0004,0
Fri Sep 18 2026,SPX260918C07700000,99.3,8.45,97.9,99.1,11,0.1295,0.2201,0.0004,495,7700.00,SPX260918P07700000,0,0,853.9,859.2,0,0.1293,-0.7842,0.0004,0
Fri Sep 18 2026,SPX260918C07800000,79.01,6.86,78,79.1,11,0.1274,0.1868,0.0003,3997,7800.00,SPX260918P07800000,0,0,930.1,935.7,0,0.1271,-0.8175,0.0003,0
Fri Sep 18 2026,SPX260918C08000000,49.9,5.1,48.6,49.4,561,0.1241,0.1301,0.0003,4159,8000.00,SPX260918P08000000,1134.74,0,1092.7,1099,0,0.1238,-0.8742,0.0003,65
Fri Sep 18 2026,SPX260918C08200000,30.62,3.12,29.8,30.6,1,0.1219,0.0875,0.0002,2113,8200.00,SPX260918P08200000,0,0,1266.1,1272.8,0,0.1216,-0.9168,0.0002,0
Fri Sep 18 2026,SPX260918C08600000,11.66,1.16,11.3,11.8,5,0.1215,0.0384,0.0001,1353,8600.00,SPX260918P08600000,0,0,1632.3,1639.7,0,0.1199,-0.9659,0.0001,0
Fri Sep 18 2026,SPX260918C08800000,7.3,0.75,7,7.5,10,0.1219,0.026,0.0001,3089,8800.00,SPX260918P08800000,0,0,1820.3,1828.2,0,0.1254,-0.9784,0.0001,0
Fri Sep 18 2026,SPX260918C09000000,4.39,0.29,4.2,4.8,17,0.1227,0.018,0,196,9000.00,SPX260918P09000000,0,0,2003.9,2023.6,0,0.1271,-0.9863,0,0
Fri Sep 18 2026,SPX260918C09600000,1.09,0.09,0.85,1.35,12,0.1246,0.0068,0,27,9600.00,SPX260918P09600000,0,0,2579.1,2601.2,0,0,-0.9975,0,0
Fri Sep 18 2026,SPX260918C09800000,0.8,0,0.7,1,5,0.1275,0.0051,0,334,9800.00,SPX260918P09800000,2777.85,0,2758.7,2798.2,0,0,-0.9992,0,1
Wed Sep 30 2026,SPXW260930C03000000,0,0,3770.7,3809.7,0,0.4333,0.9893,0,0,3000.00,SPXW260930P03000000,17,0,17,17.3,13,0.429,-0.0152,0,59
Wed Sep 30 2026,SPXW260930C03200000,0,0,3581.6,3620.3,0,0.4136,0.9861,0,0,3200.00,SPXW260930P03200000,20.1,0,20.1,20.4,8,0.4098,-0.0184,0,36
Wed Sep 30 2026,SPXW260930C04200000,0,0,2639,2678.5,0,0.3206,0.9601,0,0,4200.00,SPXW260930P04200000,43.1,0.15,43,43.7,1,0.3242,-0.0444,0,0
Wed Sep 30 2026,SPXW260930C04850000,0,0,2045.6,2085.2,0,0.2791,0.9248,0.0001,0,4850.00,SPXW260930P04850000,72.4,-1.15,73.5,74.4,10,0.2798,-0.0797,0.0001,62
Wed Sep 30 2026,SPXW260930C04950000,0,0,1955.9,1995.4,0,0.2728,0.9171,0.0001,0,4950.00,SPXW260930P04950000,80.8,0.55,80.1,81,20,0.2737,-0.0874,0.0001,28
Wed Sep 30 2026,SPXW260930C05000000,0,0,1911.4,1951,0,0.2699,0.913,0.0001,0,5000.00,SPXW260930P05000000,83.84,-0.11,83.7,84.6,4,0.2707,-0.0915,0.0001,10
Wed Sep 30 2026,SPXW260930C05100000,0,0,1823.3,1863.6,0,0.2648,0.9043,0.0001,0,5100.00,SPXW260930P05100000,91.3,-0.3,91.3,92.4,5,0.2648,-0.1002,0.0001,5
Wed Sep 30 2026,SPXW260930C05150000,0,0,1779.3,1819.4,0,0.2618,0.8996,0.0001,0,5150.00,SPXW260930P05150000,95.62,-0.13,95.3,96.5,64,0.2619,-0.1049,0.0001,3
Wed Sep 30 2026,SPXW260930C05350000,0,0,1605.8,1645.2,0,0.2506,0.8788,0.0001,0,5350.00,SPXW260930P05350000,113.8,-0.5,113.6,114.8,13,0.2505,-0.1257,0.0001,0
Wed Sep 30 2026,SPXW260930C05825000,0,0,1209.3,1244.6,0,0.2245,0.8136,0.0002,0,5825.00,SPXW260930P05825000,176.74,2.94,172.2,173.4,1,0.2241,-0.1908,0.0002,1
